Name,Frequency,Confidence,Primary_Role,Affiliation,Variants,File_Count
Blassie Who Works,1,low,unknown,,,1
What Training Course,1,low,expert,,,1
Brett Chandler,1,low,public,,,1
John Schreier,1,low,public,,,1
Miguel Pittman,1,low,public,,,1
Sylvie Absolutely,1,low,legislator,,,1
Barca,1,low,legislator,,,1
Herndon Asked Some,1,low,legislator,,,1
Chavez Has Prompted,1,low,legislator,,,1
Chandler And Ranking,1,low,official,,,1
Chandler And Judiciary,1,low,official,,,1
About Recidivism Rates,1,low,official,,,1
Ronald Herrera,1,low,official,,,1
Before Arie,1,low,official,,,1
Level Leadership,1,low,official,,,1
Gina Maestas,1,low,official,,,1
Samiglia,1,low,unknown,,,1
Bauer Too,1,low,unknown,,,1
Beer,1,low,unknown,,,1
Bauer Is Explaining,1,low,unknown,,,1
Smith Is Looking,1,low,unknown,,,1
Yates And Talk,1,low,unknown,,,1
Mulligan In Addition,1,low,unknown,,,1
Abraham Anaya,1,low,unknown,,,1
Collaboration,1,low,lobbyist,"Department of with the
Department of Corrections is
ongoing to improve docketing of
PVs and ensuring timely
hearings",,1
Zap Pansy,1,low,legislator,,,1
After The Amendment,1,low,legislator,,,1
Garrett Has Pointed,1,low,legislator,,,1
Auja,1,low,legislator,,,1
Luhan At Charter,1,low,legislator,,,1
Manto,1,low,legislator,,,1
Youth Conservation Corps,1,low,legislator,,,1
Chatfield To Allow,1,low,legislator,,,1
Chatfield For Presenting,1,low,legislator,,,1
Garcia On Helping,1,low,legislator,,,1
Chatfield Actually,1,low,legislator,,,1
Sam Sheffield,1,low,legislator,,,1
Accurate,1,low,official,,,1
Health Care Authority,1,low,official,,,1
Herrera And Council,1,low,official,,,1
Colin Bao From,1,low,unknown,,,1
Baio Mentioned,1,low,unknown,,,1
Brooks Can Correct,1,low,unknown,,,1
Brooks Go Ahead,1,low,unknown,,,1
These Are Already,1,low,unknown,,,1
Bear,1,low,unknown,,,1
Bomer,1,low,unknown,,,1
Bomar,1,low,unknown,,,1
Expert And Mr,1,low,unknown,,,1
Water State Revolving,1,low,expert,,,1
Michael Doyle,1,low,expert,,,1
Andres Quil,1,low,public,,,1
Nicholas Cordova,1,low,public,,,1
Leroy,1,low,public,Tolaga,,1
David Valencia,1,low,public,Albuquerque,,1
Samantha Barn Castle,1,low,public,,,1
David Hanton,1,low,public,,,1
Sarah Minor,1,low,public,"New
Mexico voices for Children",,1
Assistant Vice President,1,low,public,,,1
George Bear,1,low,public,,,1
Callie Carwell,1,low,lobbyist,"LFC
and I think we would stand for
questions",,1
Trujillo Then Returned,1,low,legislator,,,1
Dixon The Tax,1,low,legislator,,,1
Dixon Just Out,1,low,legislator,,,1
Dixon Act Absolutely,1,low,legislator,,,1
Better Than Risks,1,low,legislator,,,1
Room Miss Anderson,1,low,legislator,,,1
Allison First,1,low,legislator,,,1
Heard We During,1,low,legislator,,,1
Internet,1,low,legislator,,,1
Reputation And Commitment,1,low,legislator,,,1
Pettigrew The Individuals,1,low,legislator,,,1
Pettigrew It Depends,1,low,legislator,,,1
Pettigrew On Page,1,low,legislator,,,1
Pettigrew Next Week,1,low,legislator,,,1
Armstrong For Sponsoring,1,low,legislator,,,1
Penn In New,1,low,legislator,,,1
Bakit Naging Ago,1,low,legislator,,,1
Garcia Your Friend,1,low,legislator,,,1
Dana Cruz Than,1,low,legislator,,,1
Absolutely New Mexico,1,low,legislator,,,1
Armstrong So First,1,low,legislator,,,1
Deliveries Fifty Million,1,low,legislator,,,1
We'Ve Never,1,low,legislator,,,1
Are From Mental,1,low,legislator,,,1
Garrett Than They,1,low,legislator,,,1
Brown Okay Madam,1,low,legislator,,,1
Trio There Any,1,low,legislator,,,1
Dixon Question Earlier,1,low,legislator,,,1
Garcia Them Some,1,low,legislator,,,1
Baca Than Incentive,1,low,legislator,,,1
Exactly What,1,low,legislator,,,1
Baca Thirty Opposition,1,low,legislator,,,1
Certified Law Enforcement,1,low,legislator,,,1
Advanced From One,1,low,legislator,,,1
Nancy Rodriguez Who,1,low,legislator,,,1
Used To Receive,1,low,official,,,1
You'Ll Notice,1,low,official,,,1
Kept Cannot One,1,low,official,,,1
Does That Affect,1,low,official,,,1
How Many Races,1,low,official,,,1
Decreasing The Benefit,1,low,official,,,1
Madam Secretary How,1,low,official,,,1
Why Does Retail,1,low,official,,,1
Last Item,1,low,official,,,1
Regulations,1,low,official,,,1
Fred That Far,1,low,official,,,1
Purple Store Years,1,low,official,,,1
Madam Secretary Between,1,low,official,,,1
Who Staffs Lend,1,low,official,,,1
Eighty Million Dollars,1,low,official,,,1
Small And Also,1,low,official,,,1
Dixon Is Bringing,1,low,official,,,1
When The Public,1,low,official,,,1
Nine Point Four,1,low,official,,,1
Between The Mentorship,1,low,official,,,1
Obviously We'Re,1,low,official,,,1
Silva For Her,1,low,official,,,1
Civil Went Over,1,low,official,,,1
Silva We'Re,1,low,official,,,1
One The State,1,low,official,,,1
Sure To Come,1,low,official,,,1
Share The Tourism,1,low,official,,,1
Antoinette Vigil Who,1,low,official,,,1
Please Continue These,1,low,official,,,1
Your Department Fully,1,low,official,,,1
Keys And Her,1,low,official,,,1
Mentioned In Lida,1,low,official,,,1
Your Your Endeavors,1,low,official,,,1
John Everybody,1,low,official,,,1
Seconds All Us,1,low,official,,,1
Parks And Recreation,1,low,official,,,1
Who Is Right,1,low,official,,,1
Clay Bailey From,1,low,official,,,1
Avid Has Let,1,low,official,,,1
Morneau,1,low,unknown,,,1
Seven Thank Jack,1,low,unknown,,,1
Really Make Any,1,low,unknown,,,1
Bailey How Much,1,low,unknown,,,1
Division Director Mr,1,low,unknown,,,1
They Are Separated,1,low,unknown,,,1
Bailey Miss Anderson,1,low,unknown,,,1
Brian Evans,1,low,public,,,1
Madam Mister,1,low,public,,,1
Andpercent,1,low,legislator,,,1
Districts We Sir,1,low,legislator,,,1
Maestas Among Us,1,low,legislator,,,1
Moul Maestas,1,low,legislator,,,1
Understood The Director,1,low,legislator,,,1
Maestas So Apparently,1,low,legislator,,,1
Small Was Pleasure,1,low,legislator,,,1
Chatfield Well Just,1,low,legislator,,,1
Small We'Ve,1,low,legislator,,,1
Small Also Wraps,1,low,legislator,,,1
Garcia Doesn,1,low,legislator,,,1
Anders Spins Question,1,low,legislator,,,1
Chasey Pointed Out,1,low,legislator,,,1
Chasey My Only,1,low,legislator,,,1
Sweetser Rest,1,low,legislator,,,1
Chasey Your Bill,1,low,legislator,,,1
Small Us Send,1,low,legislator,,,1
Garcia Whose Ideas,1,low,legislator,,,1
Matthews Hochman Vigil,1,low,legislator,,,1
Anderson So Let,1,low,legislator,,,1
Linda Serrato Pays,1,low,legislator,,,1
Sweetser Is Our,1,low,legislator,,,1
Anderson Let,1,low,legislator,,,1
Crowder After Visiting,1,low,legislator,,,1
Anderson Although,1,low,legislator,,,1
Woods Did Say,1,low,legislator,,,1
Romero For House,1,low,official,,,1
Momentum If Routes,1,low,official,,,1
With Your Indulgence,1,low,official,,,1
Joyce Finally Legislative,1,low,official,,,1
Election,1,low,official,,,1
Appreciate The Hearing,1,low,official,,,1
Because The Department,1,low,official,,,1
Barely Got Tied,1,low,official,,,1
Studio House Bill,1,low,official,,,1
About The Amendment,1,low,official,,,1
Legislative Council But,1,low,official,,,1
Signs Bills Into,1,low,official,,,1
Josh Was Sloan,1,low,expert,,,1
About It Six,1,low,legislator,,,1
Increase,1,low,legislator,,,1
About Eleven Percent,1,low,legislator,,,1
Hochman Vigil Place,1,low,legislator,,,1
Hochman Vigil Like,1,low,legislator,,,1
Crowder That What,1,low,legislator,,,1
Small The Program,1,low,legislator,,,1
Dixon Place,1,low,legislator,,,1
Garcia Is Going,1,low,legislator,,,1
Small It Initially,1,low,legislator,,,1
Small Absolutely One,1,low,legislator,,,1
Eli You Mentioned,1,low,legislator,,,1
Lott,1,low,legislator,,,1
Garcia Specific Institutional,1,low,legislator,,,1
Crowder Raised His,1,low,legislator,,,1
Out Your Question,1,low,legislator,,,1
Trujillo Yeah Land,1,low,legislator,,,1
Lot Adjusted,1,low,legislator,,,1
Lata Said What,1,low,legislator,,,1
Garcia We Still,1,low,legislator,,,1
Are Our Cabinet,1,low,legislator,,,1
Crowder Short Answers,1,low,legislator,,,1
Small And One,1,low,legislator,,,1
Small Yeah All,1,low,legislator,,,1
Close To Fifteen,1,low,legislator,,,1
Pinto Memorial Fund,1,low,legislator,,,1
Race And About,1,low,legislator,,,1
Lundstrom Will Consider,1,low,official,,,1
How Cost Effective,1,low,official,,,1
Given The Focus,1,low,official,,,1
From The Lesc,1,low,official,,,1
With Just One,1,low,official,,,1
Just Mentioned Regarding,1,low,official,,,1
Stated We'Ve,1,low,official,,,1
Mention Was Primarily,1,low,official,,,1
Clark Another One,1,low,official,,,1
Lasted Just,1,low,official,,,1
Regarding The Kiosks,1,low,official,,,1
Keys To Read,1,low,official,,,1
Department Of Director,1,low,official,,,1
Keys To Talk,1,low,official,,,1
Garcia Griego,1,low,official,,,1
Garcia You Today,1,low,official,,,1
Next Iago Cfo,1,low,official,,,1
Garcia You Griego,1,low,official,,,1
Romero What,1,low,official,,,1
Mike Baca Our,1,low,official,,,1
From The Film,1,low,official,,,1
Hsd So Our,1,low,official,,,1
About More Wrecked,1,low,official,,,1
Mark Roper Mentioned,1,low,official,,,1
Our Donna True,1,low,official,,,1
Are We Also,1,low,official,,,1
Abbey Has Clarified,1,low,unknown,,,1
Vendor Relations Bureau,1,low,unknown,,,1
Kitana Do Want,1,low,unknown,,,1
Meryl And Her,1,low,unknown,,,1
Miller Nile Alternate,1,low,unknown,,,1
Michael Hahn Whose,1,low,unknown,,,1
Robert Newman Who,1,low,unknown,,,1
Compliance Enforcement,1,low,unknown,,,1
Closed Week Very,1,low,unknown,,,1
Romero And Mister,1,low,unknown,,,1
John Paul Schrier,1,low,public,,,1
Delicacies,1,low,legislator,,,1
Crowder And Some,1,low,legislator,,,1
Lara Go Ahead,1,low,legislator,,,1
Because This Page,1,low,official,,,1
Another Question Regarding,1,low,official,,,1
Last Question With,1,low,official,,,1
With More Than,1,low,official,,,1
Charles Solely Charles,1,low,official,,,1
Romero It Understood,1,low,official,,,1
From Your Perspective,1,low,official,,,1
Mr Abbey Brought,1,low,official,,,1
During Your Presentation,1,low,official,,,1
Slowly Talked About,1,low,unknown,,,1
Slee Didn,1,low,unknown,,,1
Abbey And Madam,1,low,unknown,,,1
Allison Because They,1,low,legislator,,,1
Crowder The Public,1,low,legislator,,,1
Elaine The Us,1,low,legislator,,,1
Need That Because,1,low,legislator,,,1
Added Us Questions,1,low,legislator,,,1
Lara Talked About,1,low,legislator,,,1
Mr Of Course,1,low,legislator,,,1
Your Direct Language,1,low,legislator,,,1
Teachers,1,low,legislator,,,1
Going Over Those,1,low,official,,,1
Said This Many,1,low,official,,,1
Mister Six,1,low,official,,,1
Into What,1,low,official,,,1
Caught The Scent,1,low,official,,,1
These Competitive Grants,1,low,official,,,1
Mr Liu,1,low,official,,,1
Abbey Mention,1,low,unknown,,,1
Lewis And Mr,1,low,unknown,,,1
Perea My Right,1,low,unknown,,,1
Steinhaus Again Early,1,low,expert,,,1
They They Adopted,1,low,expert,,,1
Nine Navajo Chapters,1,low,legislator,,,1
Candie Still District,1,low,legislator,,,1
Biko,1,low,legislator,,,1
District Fifteen Northeast,1,low,legislator,,,1
Career Economists From,1,low,legislator,,,1
Twenty Twenty One,1,low,legislator,,,1
Chatfield The Amendment,1,low,legislator,,,1
Chapel,1,low,legislator,,,1
Anderson On Page,1,low,legislator,,,1
About Two Billion,1,low,legislator,,,1
Erica That Question,1,low,legislator,,,1
Dixon The Permian,1,low,legislator,,,1
Once You Get,1,low,legislator,,,1
Finding The Spells,1,low,official,,,1
Jack Chatfield House,1,low,official,,,1
Act The Reason,1,low,official,,,1
Mister Told Us,1,low,official,,,1
Mister Fotis Secretaries,1,low,official,,,1
Madam My Question,1,low,official,,,1
Mr Abbey Use,1,low,official,,,1
Mr Abbey Alaska,1,low,official,,,1
Director Abbey,1,low,official,,,1
What What Line,1,low,official,,,1
Your Slides Don,1,low,official,,,1
Feb Secretary Maestas,1,low,official,,,1
Want To Chime,1,low,official,,,1
Chief Economist Speaking,1,low,official,,,1
Avid Was Pointing,1,low,official,,,1
Torrez And Others,1,low,unknown,,,1
Abbey Use Said,1,low,unknown,,,1
Abbey Alaska,1,low,unknown,,,1
Kenan Crowhurst,1,low,unknown,,,1
Crowhurst,1,low,unknown,,,1
Mark Sanchez,1,low,public,,,1
Herman Herndon,1,low,legislator,,,1
Your Honor,1,low,official,,,1
Dixon Represented Herndon,1,low,official,,,1
Representing Pedigree,1,low,official,,,1
District Attorney Montoya,1,low,official,,,1
Dixon Turning Opposition,1,low,official,,,1
Jenny Basara,1,low,official,,,1
Miss Howard With,1,low,official,,,1
Seemingly,1,low,unknown,,,1
Henry Valdes,1,low,unknown,,,1
Always Going Back,1,low,unknown,,,1
Davidson Just Said,1,low,unknown,,,1
District Attorney With,1,low,unknown,,,1
Simile,1,low,unknown,,,1
Davidson Doesn,1,low,unknown,,,1
Byers,1,low,unknown,,,1
Wilders,1,low,unknown,,,1
Siviglia,1,low,unknown,,,1
Mauldin,1,low,unknown,,,1
Rose Could Not,1,low,unknown,,,1
Loose,1,low,unknown,,,1
Bransford Is Going,1,low,unknown,,,1
Brenda Real Martinez,1,low,unknown,,,1
Henry Baldies,1,low,public,,,1
Scott Key,1,low,public,,,1
Jennifer Pageant,1,low,public,,,1
Mr Mauldin,1,low,public,,,1
Mr Lucero,1,low,public,,,1
Sweetser Our Budget,1,low,legislator,,,1
Garrett We Currently,1,low,legislator,,,1
Garrett Yes Absolutely,1,low,legislator,,,1
Pedigree The Capacity,1,low,legislator,,,1
La Cruz Listening,1,low,legislator,,,1
Herndon The Children,1,low,legislator,,,1
Pettigrew Is Question,1,low,legislator,,,1
Perry Was Us,1,low,legislator,,,1
Montoya No Money,1,low,legislator,,,1
Group Okay Miss,1,low,legislator,,,1
Brown Perfect,1,low,legislator,,,1
Dispatches,1,low,legislator,,,1
Sweetser Has Not,1,low,legislator,,,1
Chatfield The Current,1,low,legislator,,,1
Such As These,1,low,legislator,,,1
Garrett Next From,1,low,legislator,,,1
Look With,1,low,legislator,,,1
Chatfield Are Typically,1,low,legislator,,,1
Lujan Opioid Settlement,1,low,legislator,,,1
Dixon Promotion But,1,low,legislator,,,1
Touched On How,1,low,legislator,,,1
Daylight Cruz From,1,low,legislator,,,1
Dixon The Executive,1,low,legislator,,,1
Dixon Garrett Herndon,1,low,legislator,,,1
Sweetser You Pry,1,low,legislator,,,1
Dixon By Critics,1,low,legislator,,,1
Trujillo Absolutely Our,1,low,legislator,,,1
Trujillo Poll Workers,1,low,legislator,,,1
Trujillo Necklaces Census,1,low,legislator,,,1
Huh Unexpended Reps,1,low,legislator,,,1
Where That Came,1,low,legislator,,,1
Della Cruz Briefly,1,low,legislator,,,1
Agrees Okay Madam,1,low,legislator,,,1
Lujan Is Actually,1,low,legislator,,,1
Rock Through Our,1,low,legislator,,,1
Presenter Many State,1,low,official,,,1
Who Is Former,1,low,official,,,1
Investments Did Not,1,low,official,,,1
Attorney General How,1,low,official,,,1
County Clerk,1,low,official,,,1
Renewable Energy Oil,1,low,official,,,1
Second Thing,1,low,official,,,1
Just Maybe Even,1,low,official,,,1
But He Asked,1,low,official,,,1
Apologize For Stepping,1,low,official,,,1
Attorney General Tors,1,low,official,,,1
Experts Police Expanding,1,low,official,,,1
Counties Were Picking,1,low,official,,,1
Then Basically What,1,low,official,,,1
Madam When Commissioner,1,low,official,,,1
Really Easy Questions,1,low,official,,,1
Just Described Where,1,low,official,,,1
Please Kick Us,1,low,official,,,1
Yeah My District,1,low,official,,,1
Jerry Modest,1,low,official,,,1
Steve Moore Sicko,1,low,official,,,1
Claudia Army Whole,1,low,official,,,1
Avid And His,1,low,official,,,1
Lower Month Where,1,low,official,,,1
Mandy Vigil Our,1,low,official,,,1
Mr Stephens,1,low,official,,,1
Again Hsd Three,1,low,official,,,1
Continues To Work,1,low,official,,,1
Sanchez Took Care,1,low,official,,,1
You'Re Always,1,low,official,,,1
Tentacle You Mr,1,low,unknown,,,1
Attorney General Let,1,low,unknown,,,1
Cynically At Present,1,low,unknown,,,1
Great Okay First,1,low,unknown,,,1
Stephens,1,low,unknown,,,1
Terry General,1,low,unknown,,,1
Oddity,1,low,unknown,,,1
From Please Mr,1,low,unknown,,,1
Dixon On Amanda,1,low,legislator,,,1
Llc Recommendation Includes,1,low,legislator,,,1
Brown Is Having,1,low,legislator,,,1
Sweetser And Because,1,low,legislator,,,1
Sweetser Good Timing,1,low,legislator,,,1
Sweetser You Get,1,low,legislator,,,1
Side The Eight,1,low,legislator,,,1
Crowder You Despite,1,low,legislator,,,1
Chatfield Frankly,1,low,legislator,,,1
Brown Is Carrying,1,low,legislator,,,1
Brown The Lfc,1,low,legislator,,,1
Dixon Last Year,1,low,legislator,,,1
Trujillo Just Mentioned,1,low,legislator,,,1
Crowder Were All,1,low,legislator,,,1
Crowder So Often,1,low,legislator,,,1
Garcia Is Point,1,low,legislator,,,1
Sweetser Promotion,1,low,legislator,,,1
Open Deal Yeah,1,low,legislator,,,1
Again On Brian,1,low,official,,,1
Agency To Thirty,1,low,official,,,1
Not To Ask,1,low,official,,,1
Note The Question,1,low,official,,,1
Agency To Forty,1,low,official,,,1
Counties To Get,1,low,official,,,1
Mascot Verification,1,low,official,,,1
Very Quickly Madam,1,low,official,,,1
Next Is Alive,1,low,official,,,1
Ketchup,1,low,official,,,1
Yeah Of Madam,1,low,official,,,1
Chavez For Any,1,low,unknown,,,1
Chavez From Dfa,1,low,unknown,,,1
Actually Could Probably,1,low,unknown,,,1
Any Of All,1,low,unknown,,,1
Mothers Are Commented,1,low,unknown,,,1
Montoya Just Spoke,1,low,unknown,,,1
Troubles,1,low,unknown,,,1
Childers For All,1,low,unknown,,,1
Montoya Integrated All,1,low,unknown,,,1
Welborn,1,low,unknown,,,1
Attorney General Appreciate,1,low,unknown,,,1
Runs Rolls Right,1,low,unknown,,,1
Mr Chavez,1,low,lobbyist,"DFA will be
your analyst for the district
and metro metropolitan courts
this afternoon
I will point out for members you
should have one packet with all
the District Court and those
agencies are two thirty one
thirty two forty four your first
page of the pocket should look
like this is the general fund
high level with all the ports on
their really good resource to
quickly see the difference
between the recommendations for
all point",,1
Lane Just,1,low,legislator,,,1
Chatfield Along,1,low,legislator,,,1
Dot Specific Where,1,low,legislator,,,1
Three Point Eight,1,low,legislator,,,1
Recommended Modest Increases,1,low,legislator,,,1
Egolf Is Looking,1,low,legislator,,,1
Dixon To Tell,1,low,legislator,,,1
Albert Anderson,1,low,legislator,,,1
Anderson The Economic,1,low,legislator,,,1
His Right His,1,low,legislator,,,1
Brown Because,1,low,legislator,,,1
